batting,out,runs,balls,mins,fours,sixs,SR,counter,bat_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Yashasvi Jaiswal,c Agarwal b Fazalhaq Farooqi,54,37,63,9,0,145.94,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Jos Buttler,b Fazalhaq Farooqi,54,22,32,7,3,245.45,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Sanju Samson (c)†,c Abhishek Sharma b Natarajan,55,32,66,3,4,171.87,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Devdutt Padikkal,b Umran Malik,2,5,10,0,0,40.0,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Riyan Parag,c Fazalhaq Farooqi b Natarajan,7,6,12,1,0,116.66,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Shimron Hetmyer,not out,22,16,21,1,1,137.5,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Ravichandran Ashwin,not out,1,2,9,0,0,50.0,4,Rajasthan Royals,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Abhishek Sharma,b Boult,0,3,3,0,0,0.0,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Mayank Agarwal,c Buttler b Chahal,27,23,56,3,0,117.39,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Rahul Tripathi,c Holder b Boult,0,2,6,0,0,0.0,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Harry Brook,b Chahal,13,21,28,1,0,61.9,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Washington Sundar,c Hetmyer b Holder,1,5,10,0,0,20.0,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Glenn Phillips †,c Asif b Ashwin,8,6,6,0,1,133.33,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Abdul Samad,not out,32,32,51,2,1,100.0,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Adil Rashid,st †Samson b Chahal,18,13,17,1,1,138.46,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Bhuvneshwar Kumar (c),b Chahal,6,10,20,0,0,60.0,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Umran Malik,not out,19,8,12,1,2,237.5,4,Sunrisers Hyderabad,2023-04-02,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,Jos Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh,Abhijit Bhattacharya,Narayanan Kutty,Abdul Samad,Fazalhaq Farooqi,Navdeep Saini,Yashasvi Jaiswal,Sunrisers Hyderabad,Rajasthan Royals,None,None
Rohit Sharma (c),c †Karthik b Akash Deep,1,10,30,0,0,10.0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Ishan Kishan †,c Patel b Mohammed Siraj,10,13,13,2,0,76.92,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Cameron Green,b Topley,5,4,6,1,0,125.0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Suryakumar Yadav,c Shahbaz Ahmed b Bracewell,15,16,35,1,0,93.75,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Tilak Varma,not out,84,46,85,9,4,182.6,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Nehal Wadhera,c Kohli b Sharma,21,13,25,1,2,161.53,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Tim David,b Sharma,4,7,11,0,0,57.14,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Hrithik Shokeen,c du Plessis b Patel,5,3,12,1,0,166.66,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Arshad Khan,not out,15,9,19,0,1,166.66,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Virat Kohli,not out,82,49,75,6,5,167.34,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Faf du Plessis (c),c David b Arshad Khan,73,43,66,5,6,169.76,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Dinesh Karthik †,c Tilak Varma b Green,0,3,6,0,0,0.0,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Glenn Maxwell,not out,12,3,5,0,2,400.0,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,None,None,Mumbai Indians,None,Arshad  Khan,Nehal  Wadhera
Ruturaj Gaikwad,c Wood b Ravi Bishnoi,57,31,55,3,4,183.87,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Devon Conway,c Pandya b Wood,47,29,62,5,2,162.06,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Shivam Dube,c Wood b Ravi Bishnoi,27,16,22,1,3,168.75,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Moeen Ali,st †Pooran b Ravi Bishnoi,19,13,25,3,0,146.15,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Ben Stokes,c Yash Thakur b Avesh Khan,8,8,16,1,0,100.0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Ambati Rayudu,not out,27,14,26,2,2,192.85,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Ravindra Jadeja,c Ravi Bishnoi b Wood,3,6,13,0,0,50.0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
MS Dhoni (c)†,c Ravi Bishnoi b Wood,12,3,6,0,2,400.0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Mitchell Santner,not out,1,1,2,0,0,100.0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
KL Rahul (c),c Gaikwad b Ali,20,18,42,2,0,111.11,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Kyle Mayers,c Conway b Ali,53,22,35,8,2,240.9,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Deepak Hooda,c Stokes b Santner,2,6,6,0,0,33.33,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Krunal Pandya,c Jadeja b Ali,9,9,14,0,1,100.0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Marcus Stoinis,b Ali,21,18,26,0,1,116.66,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Nicholas Pooran †,c Stokes b Deshpande,32,18,28,2,3,177.77,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Ayush Badoni,c †Dhoni b Deshpande,23,18,38,0,0,127.77,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Krishnappa Gowtham,not out,17,11,26,0,1,154.54,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
Mark Wood,not out,10,3,2,1,1,333.33,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,None,None
David Warner (c),b Joseph,37,32,48,7,0,115.62,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,None,None
Prithvi Shaw,c Joseph b Mohammed Shami,7,5,17,1,0,140.0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,None,None
Mitchell Marsh,b Mohammed Shami,4,4,10,1,0,100.0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,None,None
Sarfaraz Khan,c Little b Rashid Khan,30,34,66,2,0,88.23,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,None,None
Rilee Rossouw,c Tewatia b Joseph,0,1,4,0,0,0.0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,None,None
